t,x,y,z
0.005,4.9,4.4,0.099755
0.065,4.9,4.4,0.077705
0.125,4.902299,4.401863,0.062894
0.185,4.90585,4.405032,0.061454999999999996
0.25,4.912539,4.411733,0.061407
0.31,4.920947,4.420205999999999,0.061462
0.37,4.927434,4.426717,0.061408000000000004
0.435,4.934743,4.4340470000000005,0.06141900000000001
0.5,4.9421669999999995,4.441486,0.061422000000000004
0.56,4.948843,4.448185,0.061416
0.62,4.955666000000001,4.455029,0.06142
0.68,4.962414,4.461785,0.061416
0.74,4.969197,4.468594,0.06141900000000001
0.805,4.976585,4.4760230000000005,0.061413999999999996
0.865,4.98346,4.482933999999999,0.061417
0.93,4.990883,4.490355999999999,0.06141
0.995,4.998614,4.49811,0.0614
1.06,5.006385,4.5059190000000005,0.061390999999999994
1.12,5.013230999999999,4.512785,0.061402
1.185,5.0202919999999995,4.519867,0.061397
1.245,5.027035,4.5266470000000005,0.061399
1.31,5.034533000000001,4.534176,0.0614
1.37,5.041304,4.540964,0.061399
1.435,5.048503,4.5481940000000005,0.061399
1.495,5.0550120000000005,4.553656,0.061349
1.56,5.060669,4.55448,0.061377
1.62,5.063902,4.554303,0.061399
1.685,5.06475,4.553789,0.061385
1.745,5.0651660000000005,4.553491999999999,0.06139
1.81,5.065589,4.553227,0.061396000000000006
1.87,5.065676,4.553062000000001,0.061405999999999995
1.935,5.065359,4.552509,0.061404999999999994
1.995,5.065189,4.552167,0.061403
2.055,5.06514,4.552323,0.061411
2.12,5.0650129999999995,4.552516000000001,0.061411
2.18,5.0649169999999994,4.552532,0.061407
2.245,5.064817,4.552664,0.061411
2.305,5.064722,4.552689,0.061412
2.37,5.064605,4.5527690000000005,0.061405999999999995
2.435,5.064521,4.552891000000001,0.06141
2.5,5.06442,4.553058999999999,0.061412
2.565,5.064292,4.553199,0.061411
2.63,5.064253,4.553199,0.061416
2.69,5.064188,4.553196,0.06141
2.755,5.064071,4.553281,0.06141
2.82,5.063967,4.553226,0.061412
2.885,5.063848,4.553216,0.061413999999999996
2.95,5.060416,4.5544720000000005,0.061377
3.015,5.057205000000001,4.554337,0.061390999999999994
3.075,5.056575,4.554195,0.061412
3.14,5.056357,4.554194,0.061413999999999996
3.205,5.0561370000000005,4.554189,0.061409000000000005
3.27,5.055781,4.554144,0.061409000000000005
3.335,5.055562999999999,4.554064,0.061412
3.4,5.055388,4.553972,0.061416
3.46,5.055151,4.5539,0.061409000000000005
3.525,5.054821,4.5538099999999995,0.061408000000000004
3.585,5.05478,4.553692,0.061411
3.65,5.054655,4.553561,0.061411
3.715,5.0545290000000005,4.5534419999999995,0.06141
3.78,5.054164,4.553318,0.061411
3.845,5.05403,4.553186,0.06141
3.91,5.05396,4.553081,0.061411
3.97,5.054055,4.553033,0.061409000000000005
4.035,5.0540910000000006,4.552933,0.06141
4.1,5.054146,4.552862,0.06141
4.165,5.054131,4.5527489999999995,0.061411
4.23,5.0541599999999995,4.552647,0.061413
4.295,5.051243,4.548882,0.061384
4.36,5.044023999999999,4.539791,0.061395000000000005
4.425,5.03665,4.53054,0.06138300000000001
4.485,5.031027,4.523468,0.061399
4.55,5.025273,4.516243,0.061386
4.61,5.0190269999999995,4.508369999999999,0.061397
4.675,5.012244,4.499833,0.061394000000000004
4.74,5.0060519999999995,4.492024,0.061396000000000006
4.805,4.999752,4.484076,0.061397
4.87,4.993104,4.475694,0.061398
4.935,4.98663,4.467544,0.06140399999999999
5.0,4.980315,4.45961,0.061395000000000005
5.065,4.973802,4.451396,0.0614
5.13,4.967283999999999,4.443176,0.0614
5.195,4.960906,4.4351449999999994,0.061396000000000006
5.255,4.9549650000000005,4.427633999999999,0.061398
5.32,4.948472,4.4194379999999995,0.061396000000000006
5.38,4.9425349999999995,4.411968,0.061396000000000006
5.445,4.9361440000000005,4.403944,0.061397
5.505,4.930141000000001,4.396408999999999,0.061398
5.57,4.923602,4.388195,0.061397
5.635,4.917193,4.380111,0.061397
5.7,4.910778,4.3720349999999994,0.061396000000000006
5.765,4.9043209999999995,4.36393,0.0614
5.83,4.897857,4.35579,0.061398
5.895,4.891392,4.347637000000001,0.0614
5.96,4.884947,4.339526,0.061398
6.025,4.878502,4.331415,0.061399
6.09,4.872117,4.323355,0.061397
6.15,4.866127,4.3158080000000005,0.061392999999999996
6.215,4.859593,4.307606,0.061396000000000006
6.275,4.853728,4.300216000000001,0.061397
6.34,4.847309,4.292098,0.061397
6.405,4.840789,4.283918,0.061397
6.47,4.834301,4.2758080000000005,0.061397
6.535,4.827884,4.267736,0.061398
6.6,4.821434,4.259632,0.061394000000000004
